date,location,total_cases,total_deaths,new_cases,new_deaths,total_vaccinations
2021-11-30,Brazil,2538568,161100,1990,172,77779445
2021-08-10,USA,273146,111030,5596,501,62786392
2020-02-19,Brazil,5453174,316790,3998,546,97616995
2021-03-02,Brazil,6124152,343331,3775,283,70202486
2021-12-08,UK,1164795,401752,9112,358,36632644
2022-04-29,Brazil,9777938,117399,4645,380,50674327
2020-09-08,UK,7130030,56747,2061,869,36327644
2020-09-01,Russia,2677747,45712,4487,904,95185905
2021-08-29,UK,2409381,399489,4435,971,48351454
2021-03-28,France,7026492,333964,2644,910,42180537
2022-01-07,Canada,8309411,125342,1045,532,86793719
2021-06-28,Japan,6859216,91228,7951,819,17189074
2022-02-26,Japan,2943295,336497,6449,162,3854102
2020-07-25,USA,3283616,487707,2681,608,62262846
2020-05-16,Russia,77175,92091,3199,306,2628465
2022-01-30,Russia,2078808,348058,6768,338,64762117
2021-12-09,Italy,1357453,181902,9130,54,76036613
2020-09-18,Japan,3011786,368862,7440,982,32829156
2022-07-05,Canada,95028,410343,8633,332,4420864
2020-07-20,Russia,1558242,246222,2550,126,92679230
2021-12-11,UK,4319453,214560,4225,939,17173895
2021-08-21,Germany,4948008,11539,596,704,3959323
2020-01-28,Brazil,5445315,177833,6054,242,82673496
2022-11-08,India,8552442,308363,1505,860,44687776
2022-03-01,Italy,2367555,407908,9053,599,55406629
2020-03-13,Brazil,9618395,476872,6468,847,69511475
2020-11-12,UK,3012359,275478,7236,408,17929037
2020-11-10,Brazil,9714177,421831,1551,502,48250506
2022-08-02,Germany,9805436,270047,9928,726,52797492
2020-07-20,Germany,2414165,421743,6852,603,1311325
2020-01-30,Brazil,7204776,408845,1449,302,2396611
2021-11-18,Japan,3208823,58008,5953,463,95691212
2021-07-08,USA,7457918,476492,8456,234,68666118
2021-01-06,India,5051646,361462,8042,695,60718565
2021-04-10,UK,3625654,419924,2659,37,44988226
2020-11-12,Canada,285711,141932,7509,138,90674312
2022-08-08,Canada,5278172,410654,7893,194,9879501
2022-05-20,Japan,9511997,67300,7445,526,53859699
2022-05-09,Brazil,6912880,391407,2721,768,85151678
2022-08-21,Canada,575919,464761,9654,646,11365631
2020-06-30,Germany,3331106,282986,9637,0,23673226
2022-03-24,USA,9241354,191285,2925,560,26645540
2020-07-11,Brazil,422381,304516,9824,95,58234509
2021-09-23,France,976433,376460,7104,712,18152594
2020-10-17,Germany,8222462,98971,6240,412,75029511
2021-02-12,Italy,4900164,462122,512,537,46755066
2022-02-21,Canada,9909551,38744,215,854,41462406
2022-09-05,Italy,6336356,378226,7299,428,55066170
2020-07-26,Japan,5679042,319586,3153,234,14290366
2021-07-04,USA,401067,391214,7450,348,686342
2020-04-07,India,7094176,85990,1706,755,58202743
2022-09-12,France,460796,383814,1567,869,70671798
2022-04-16,Canada,7740616,369061,1128,480,94377218
2021-11-08,Canada,5994376,234975,3510,838,25998658
2020-01-27,UK,5289283,3650,7867,395,26122769
2021-01-27,Brazil,5858338,45117,2365,350,20388140
2022-07-14,UK,4989904,353388,5583,415,18112996
2020-05-28,Germany,9392609,445988,4897,885,65663067
2022-04-14,UK,312023,265334,5718,915,28255395
2022-10-25,USA,6270016,48113,6001,886,57904783
2021-03-25,Japan,7320583,139861,4567,50,55431068
2022-04-25,UK,7822636,32125,9271,80,5945233
2020-12-03,USA,3177902,229767,2741,35,36460781
2020-08-14,Canada,755111,392144,3020,66,48948909
2022-11-22,Canada,2320715,410675,6256,640,42432594
2022-04-20,Russia,2234805,166490,228,881,57039516
2020-04-26,UK,4304459,374048,8362,666,41041004
2020-12-02,Italy,1899054,178157,294,756,74543281
2020-02-05,Japan,3457550,18768,4284,622,88445177
2021-09-14,Brazil,1550184,181033,8617,679,95690734
2022-03-31,Japan,4174482,343243,6801,480,9039414
2020-04-14,Italy,8153113,253807,918,467,93997722
2021-08-07,Brazil,3273523,158957,498,141,67244122
2022-02-12,Brazil,8477276,87421,2809,355,77964925
2020-08-31,USA,6961383,192154,4961,708,63510352
2022-08-30,Russia,7960339,269039,9017,470,72462504
2022-04-18,Italy,2770742,181383,3779,620,34585738
2022-03-26,Japan,2770374,220566,2118,887,70819332
2022-03-08,Canada,7296405,198139,6391,590,36990574
2020-01-06,Germany,6846539,71017,145,901,74103991
2020-10-24,France,8659522,286076,7942,672,63969523
2021-09-20,Italy,4109803,21360,4565,438,27811658
2021-11-17,France,5636289,316991,192,530,15019035
2021-07-08,Italy,8751063,90365,5187,126,92647942
2020-04-02,Russia,1034586,85468,6637,204,24628164
2020-10-13,France,6040502,257137,8243,28,78055986
2021-08-06,Brazil,5547094,301075,2410,444,33589673
2020-02-25,Italy,3100581,55823,1820,965,67032199
2021-01-31,UK,2661637,300176,2964,718,74477233
2021-01-03,France,3672277,246991,2521,463,91064960
2020-03-13,USA,2084504,212498,2568,279,62395076
2021-04-22,Brazil,3021372,18807,5882,150,95323402
2022-03-15,Russia,4854042,404983,1867,239,89188489
2020-04-09,Russia,2471378,139143,7465,265,75095950
2020-03-08,UK,3830121,53413,7602,693,59538022
2022-10-22,Italy,5353912,157221,3199,104,85391406
2020-11-29,India,1353324,15540,6103,936,17364956
2022-05-28,Russia,6753008,232284,240,432,51103384
2020-06-22,France,6124386,70248,3440,912,99459594
2022-01-22,UK,3372455,252515,4631,496,45652496
2020-03-03,Japan,4268173,222809,9599,439,70339855
2022-03-28,Canada,6034722,110494,8274,747,27389751
2020-12-20,Germany,9258415,249643,5077,684,59818049
2020-04-04,USA,7010131,85435,3768,157,99514787
2022-10-21,Brazil,4396720,19787,9142,171,97209682
2020-01-01,Japan,4070028,283126,7995,493,72420261
2021-09-27,Italy,7951036,250768,8802,969,53532116
2022-02-25,France,6869989,22606,6429,310,2046282
2022-12-23,Germany,1369277,258632,3605,402,38474728
2020-03-09,UK,5522567,403366,2173,668,40384126
2022-09-28,France,6722090,479145,9714,769,65469570
2021-12-16,Germany,749971,248495,6568,675,22726625
2022-01-08,Germany,8222502,233867,2601,658,51976721
2022-12-26,Italy,7749972,112223,2657,902,7407310
2020-02-08,Italy,4460276,46936,6080,665,71341656
2020-12-04,Italy,7456688,93286,7325,462,79990197
2021-10-22,USA,4075837,401809,2159,366,43167729
2020-11-16,Germany,9730665,410574,3830,549,56179037
2020-09-29,UK,2233706,475359,8313,642,58922000
2022-08-05,Canada,6094645,37381,4368,869,85457777
2022-02-08,USA,8874365,383609,1317,254,56959338
2020-01-27,India,2054376,483563,4493,207,30333942
2021-03-22,Brazil,1185111,290218,1230,449,68683362
2021-08-09,Canada,4961828,413811,1133,94,19288894
2022-08-05,Japan,7732752,44194,7607,859,65354509
2021-12-07,India,2392919,180449,1301,838,51185338
2021-09-07,UK,1500948,288997,1910,477,11739555
2021-09-01,USA,6327090,335863,8082,682,83811089
2020-01-21,USA,4107834,151733,8107,761,19591300
2021-04-14,France,2408630,181565,9697,189,72603661
2021-10-22,France,9983526,118724,7970,710,93130520
2022-11-28,UK,5837196,237777,1916,483,78840875
2020-05-12,Russia,8095213,167567,6996,732,88196491
2021-10-27,Japan,2702994,13703,2757,535,15595964
2020-03-09,USA,5919626,446296,6464,755,15182909
2021-07-03,Canada,5557805,424031,178,422,47918644
2021-03-30,France,4902444,422781,9088,835,92911412
2020-12-12,UK,192512,456537,6362,639,17070491
2020-08-26,France,3714379,379635,9743,604,53890978
2020-08-09,Brazil,5845447,58453,8683,811,59044160
2020-08-19,Brazil,1549420,88478,60,132,55030914
2022-12-24,Germany,3345647,295305,9269,54,85264170
2020-02-21,USA,8312934,187063,6681,988,23460657
2022-07-10,Japan,3900379,376440,2895,509,88134854
2022-06-20,Canada,3804409,238411,585,669,96784419
2021-09-02,Canada,6722055,402932,5823,540,88213809
2020-07-19,UK,9035949,295493,534,409,35927606
2020-02-23,Italy,1520982,47098,3462,210,81865596
2020-01-18,Canada,6281646,370579,4011,665,20455435
2021-06-27,Russia,3998422,393348,3398,292,15132055
2022-08-12,Japan,6426288,51990,2155,986,36736085
2021-07-01,USA,9590446,331065,5966,733,56121063
2021-11-22,USA,2164563,167610,7329,114,37332378
2022-10-04,India,5181377,100572,6957,948,95637266
2020-10-17,UK,5281091,492495,9196,669,40227528
2020-06-08,Brazil,4408285,236981,5325,258,81942522
2022-10-14,Brazil,8012369,269357,8518,762,99430207
2022-11-28,Canada,4204955,124693,4703,121,35686307
2022-12-30,France,5059667,175295,2706,298,3675007
2020-02-26,Canada,8090736,353799,1,774,76451809
2021-07-06,Russia,2985696,261498,9225,380,79705539
2021-03-09,Canada,8143179,330515,8316,560,4763455
2020-04-27,Canada,8826233,68274,1104,888,47465472
2021-11-19,UK,3301106,369997,1861,840,52060760
2020-09-09,Japan,1372070,266278,5269,500,73566489
2020-02-24,Russia,2593726,353572,6943,296,63099478
2020-05-01,Russia,6721308,39601,8320,361,59883009
2020-07-02,Germany,8241353,336033,437,588,2788306
2022-07-23,Italy,5670706,277834,4846,462,65799155
2022-01-30,Canada,4450252,264053,3129,437,44718979
2022-06-15,UK,9958665,353383,9413,126,51942904
2022-04-21,Russia,9249677,342176,8081,196,11069038
2020-07-16,Japan,9245234,12062,901,220,35047076
2020-11-24,Japan,8494630,337530,5398,994,54410109
2021-04-03,Japan,5655635,224309,6678,90,36516796
2020-05-27,USA,4975045,165803,5529,410,82264282
2020-05-24,Russia,470529,136225,6604,7,76525060
2020-02-09,Germany,161445,141553,3918,543,18046862
2021-08-09,UK,3834242,99270,1067,467,75129558
2020-01-21,Brazil,6494503,328569,26,319,86006768
2021-09-08,Germany,684029,194672,6937,393,81008081
2020-09-25,France,5337355,84981,7264,268,69449497
2020-04-06,USA,8898978,465213,7118,190,47570429
2021-07-20,USA,6981440,104470,547,860,63689517
2020-03-15,France,3999694,159277,8758,674,98751077
2020-02-21,France,3308505,88887,8895,60,49189289
2020-11-07,Germany,8201428,343686,5338,437,43525679
2021-09-30,Russia,208944,437365,3140,263,2618778
2020-01-06,India,5186686,311256,7996,796,55326483
2020-08-05,Canada,7576472,142012,1590,94,96833477
2020-11-17,Japan,1361303,321154,7776,552,40149874
2020-03-08,Brazil,4201765,207866,4943,925,99333794
2021-02-09,Japan,7964443,286629,8997,469,44883787
2021-05-16,Japan,2894100,89299,7798,660,97730991
2021-02-12,France,4666805,367728,3791,715,70377455
2022-02-19,USA,1197162,394283,1357,778,23067843
2022-03-05,Canada,1046161,282751,8092,513,15037816
2020-03-08,Canada,6674851,240491,3225,689,21984620
2021-09-02,Russia,4688482,61597,2460,936,29273923
2021-02-20,Russia,8348022,257808,8737,193,54404739
2020-01-30,UK,6983604,336698,2728,481,57256870
2020-09-06,France,1897501,441737,6726,898,83941780
2020-12-21,India,4754619,243554,7481,335,44673089
2022-01-30,France,6465377,277331,6430,434,94188431
2022-01-28,Brazil,6129439,233983,3114,195,12747142
2020-12-19,Canada,9061826,266129,616,854,65732690
2022-09-19,Canada,3885250,174124,3644,248,63882218
2022-10-13,Germany,8991899,150635,6413,497,43573728
2020-10-26,France,4902059,178394,1203,211,44278536
2022-07-16,Russia,6607912,496058,9951,664,51633380
2021-04-07,USA,5573694,192317,2565,669,17575929
2020-02-18,Japan,5228566,313658,3174,465,12991248
2020-09-24,Japan,719407,280752,3081,873,76031706
2020-11-18,UK,2538143,497891,2630,650,7726192
2021-06-03,Russia,337913,460478,3161,220,98118283
2022-01-03,France,328821,485334,4321,272,49237176
2021-10-02,Russia,3887008,333471,8861,153,9463295
2020-01-19,Brazil,6725275,188297,6269,248,34576247
2022-09-07,UK,3615652,467210,7099,278,71598602
2022-08-13,Japan,5193734,252773,7376,439,9140108
2022-07-26,Germany,8457411,279365,4078,947,94849228
2022-06-14,Germany,7772580,310650,5801,815,16519909
2022-02-07,Italy,807744,283112,4151,275,28323353
2021-06-10,Japan,9137344,389821,8911,513,77986110
2022-02-14,Germany,5720622,213678,2600,87,8543390
2021-05-20,USA,9088147,421153,6175,798,49783061
2021-11-07,Canada,8634012,455651,666,922,32022484
2021-01-27,USA,6933705,180580,283,641,9319177
2020-12-10,Japan,5545403,261776,5840,504,89960866
2020-02-29,USA,17297,172903,3565,589,83618329
2021-01-08,USA,788443,436149,4593,771,78474822
2021-11-17,France,3265962,440523,1465,240,99651108
2021-05-30,Russia,6010334,179412,8321,652,32582023
2022-07-15,India,9615754,102951,4734,739,59843499
2022-12-19,UK,5752613,370450,6257,674,35469283
2021-02-28,USA,1333572,479554,7366,235,79957629
2021-01-27,Brazil,5637025,305745,3672,127,40418930
2020-09-30,UK,8072879,207028,7382,502,11358449
2020-05-10,Japan,9004471,72178,6587,199,61046210
2020-09-19,Russia,4701669,216383,992,961,80483302
2021-05-18,UK,3765056,159826,6858,901,45753543
2022-02-04,Brazil,3325315,436526,2121,542,53197940
2020-01-15,Canada,5217092,69893,2223,501,57095386
2022-06-11,Italy,8264605,348943,4522,649,65543472
2021-12-13,Russia,828791,310511,3188,491,94407971
2020-03-26,France,3820887,275345,3237,20,86592463
2021-06-12,Canada,6652346,395955,4136,233,32683836
2021-03-03,France,2846274,275375,343,713,79943043
2021-11-02,India,5988099,256682,4704,790,19683915
2022-05-21,Italy,7069337,238886,4823,642,64253241
2022-12-17,Japan,7871917,435711,4920,415,11002472
2021-07-31,India,5446079,414384,3201,147,25611102
2021-07-02,Brazil,376794,425840,5471,969,61388878
2022-12-31,Canada,3878450,141707,888,28,63042547
2021-06-17,UK,3033349,9964,9533,360,34342881
2021-06-05,Germany,9910074,421001,7127,307,53539228
2022-06-07,Germany,6407054,226118,3720,882,88311944
2020-02-25,UK,782877,213869,2883,941,40682829
2020-10-26,France,4902825,215862,4212,161,84040227
2022-03-16,Japan,7068132,208000,6961,868,46143875
2021-12-01,Canada,6299492,12336,2415,851,36573754
2020-12-31,Russia,5798946,339619,9309,60,78863589
2020-03-17,Italy,7236694,420628,3001,124,76852215
2022-07-10,Russia,5928643,82212,1738,455,48536699
2021-01-27,Japan,9724700,337523,1364,70,51875664
2022-05-14,India,6049850,45591,2708,837,40044435
2020-11-15,UK,850350,323894,924,906,16944912
2022-02-12,Russia,8556255,352792,151,875,13097946
2022-08-04,India,2333679,358278,8777,465,27460944
2022-09-22,Brazil,435477,428670,8044,242,8755861
2020-12-02,Germany,7736484,98537,912,489,9350808
2021-03-03,Brazil,5651944,324816,2321,760,66846658
2020-02-07,Italy,4327308,289372,495,220,42594010
2020-10-11,Canada,1581420,14429,2148,472,96415450
2020-01-27,UK,786261,84294,556,958,24996747
2020-04-24,Canada,3494708,461024,1552,532,65787790
2021-11-05,Brazil,6952314,476102,2120,493,68783077
2021-02-14,Brazil,3079042,377721,3085,898,48311125
2021-07-17,India,6665769,184087,3504,81,12411148
2022-09-11,USA,6538655,350218,156,855,30196383
2020-10-31,Japan,8514668,331080,8926,878,50248698
2020-07-05,USA,5968633,211979,7505,997,57292053
2020-01-05,Italy,6898046,319522,7162,521,64789336
2020-08-07,USA,3077099,37310,5523,922,85130714
2022-07-14,Canada,2844180,101827,7543,11,95243830
2021-02-13,Germany,6758699,476899,8055,262,54892485
2022-11-08,UK,7983939,199899,4654,656,97911018
2021-11-30,USA,5066112,428472,6250,448,26024626
2021-11-10,Canada,4093886,207500,7246,191,94780111
2022-03-05,Canada,8950668,99862,154,761,30477447
2022-03-04,Japan,5301358,496210,7950,113,49796540
2022-11-09,India,1506145,301033,996,25,35522912
2021-08-17,UK,2648202,313572,4626,782,35333513
2020-07-30,Japan,1192931,372646,2905,498,22631393
2020-10-14,Japan,4889084,430423,9369,507,6926610
2021-03-12,UK,7133456,50255,153,544,73489791
2020-05-24,Russia,871522,367968,7853,61,46846861
2020-07-18,Italy,6049531,222603,6481,228,31153474
2021-04-06,France,9930855,267553,5599,814,31255734
2020-09-15,India,6890709,42438,1716,606,62889532
2022-11-14,Canada,2181906,241482,786,34,54776894
2020-05-02,Canada,8990884,241310,4368,704,89896662
2021-03-07,UK,1500134,261084,8096,455,99054439
2020-05-21,Japan,2604884,488575,4272,587,6750858
2021-04-15,Japan,1705243,270013,3767,890,14744494
2021-04-05,Italy,4274692,494476,8834,501,12287621
2022-02-20,Japan,239779,187934,5994,760,22855713
2021-08-29,Italy,2975605,481153,7216,594,98628450
2022-12-06,France,5099154,288102,8857,24,43797464
2021-09-05,Germany,6289249,207374,3426,568,65090367
2020-03-09,Canada,8152885,412984,3783,31,31507542
2020-08-04,Russia,9176748,227402,5427,830,83881169
2020-06-09,Canada,6164014,157217,7011,11,60105165
2022-03-13,UK,7499412,337766,8052,318,86325328
2021-09-13,Canada,6216074,26442,3701,844,71786817
2021-02-08,USA,5333968,81948,9261,603,81316831
2021-11-20,France,4588727,254657,2349,0,44771517
2022-06-20,Brazil,8325032,287740,7011,434,95086983
2021-11-29,Russia,8978989,75791,7055,837,363688
2021-11-17,Russia,3683909,42406,1212,135,63061434
2020-04-14,France,1539600,40524,6965,195,58932986
2022-10-07,USA,7465106,154404,9344,132,40358055
2022-07-10,Canada,5083801,110160,6704,984,18017510
2022-11-07,Russia,2227503,146836,7433,85,42423445
2022-03-15,Russia,3070771,158635,2511,475,80521879
2020-05-29,Japan,1143647,480891,143,806,90922533
2022-04-30,UK,7156406,167442,7367,790,23528833
2022-07-12,Germany,1416953,267206,3228,323,9742716
2020-09-09,Japan,2694245,44645,4582,179,45778728
2020-10-23,France,421280,384903,6031,515,870376
2022-10-23,USA,909245,269388,4243,637,46722322
2021-07-29,Japan,341207,399588,9549,174,24516200
2022-02-23,Canada,1230746,236481,2713,762,988033
2020-12-05,UK,3289791,257320,4185,20,73575263
2020-04-16,Germany,592632,85501,9549,996,73063890
2020-08-22,Japan,9860786,117450,7328,951,54295055
2022-07-04,Japan,1162189,195543,4633,104,84530013
2022-04-09,France,5730385,241605,3192,577,14184597
2022-12-07,Italy,8802907,279100,300,442,60165261
2020-01-22,Italy,2381486,433689,723,774,61502263
2021-10-25,Japan,6713070,407110,5694,48,8791468
2020-05-18,Germany,8168326,492134,3010,527,93964993
2022-08-27,UK,5393455,200658,5555,144,24849237
2020-06-22,India,125438,16709,67,339,34452909
2022-08-13,UK,3770183,212330,2506,761,27536383
2022-11-09,France,7085904,380572,1537,854,23982030
2020-01-24,India,6699744,277354,397,353,61538609
2021-02-08,France,9024327,442726,5680,74,83330408
2020-02-05,India,2801445,364225,9355,801,5143829
2021-06-21,Canada,9196866,169746,4825,928,45993255
